"YEAR","MONTH","DAY","LAKE","STATE_PROV","SPECIES","NO_STOCKED","AGEMONTH","WEIGHT","CONDITION"
2008,5,30,"HU","ON","CHS",27713,7,4.37,"0"
2008,5,31,"HU","ON","BNT",15,24,3000,"0"
2008,5,31,"HU","ON","RBT",105,12,3100,"0"
2008,5,28,"HU","ON","LAT",5128,17,54.6,"0"
2007,11,9,"HU","ON","WAE",1057,5,11.5,"0"
2007,11,9,"HU","ON","WAE",2094,5,11.5,"0"
2007,11,24,"HU","ON","WAE",885,5,11.81,"0"
2008,4,28,"HU","ON","LAT",6826,17,19.22,"0"
2008,4,28,"HU","ON","LAT",1498,17,19.22,"0"
2008,4,28,"HU","ON","LAT",1524,17,19.49,"0"
2008,4,28,"HU","ON","LAT",6941,17,19.49,"0"
2008,4,15,"HU","ON","LAT",9938,16,18.23,"0"
2008,4,15,"HU","ON","LAT",90446,16,18.23,"0"
2008,4,16,"HU","ON","LAT",10942,17,17.56,"0"
2008,4,16,"HU","ON","LAT",93272,17,17.56,"0"
2008,4,29,"HU","ON","LAT",6531,17,13.78,"0"
2008,4,28,"HU","ON","LAT",4822,16,16.37,"0"
2008,4,28,"HU","ON","LAT",4822,16,16.37,"0"
2008,4,30,"HU","ON","LAT",1105,17,14.66,"0"
2008,4,30,"HU","ON","LAT",5034,17,14.66,"0"
2008,4,30,"HU","ON","LAT",914,17,13.78,"0"
2008,4,30,"HU","ON","LAT",4165,17,13.78,"0"
2008,4,30,"HU","ON","LAT",1158,17,13.75,"0"
2008,4,30,"HU","ON","LAT",5276,17,13.75,"0"
2008,4,24,"HU","ON","LAT",4242,17,14.97,"0"
2008,4,24,"HU","ON","LAT",45659,17,14.97,"0"
2008,4,25,"HU","ON","LAT",4174,17,14.97,"0"
2008,4,25,"HU","ON","LAT",44927,17,14.97,"0"
2008,4,27,"HU","ON","LAT",4174,17,14.97,"0"
2008,4,27,"HU","ON","LAT",44927,17,14.97,"0"
2008,4,28,"HU","ON","LAT",3620,17,14.97,"0"
2008,4,28,"HU","ON","LAT",38968,17,14.97,"0"
2008,5,27,"HU","ON","LAT",3058,17,21.98,"0"
2008,3,26,"HU","ON","LAT",19930,15,30.1,"0"
2008,3,27,"HU","ON","LAT",19849,15,30.25,"0"
2008,3,28,"HU","ON","LAT",20119,15,29.61,"0"
2008,4,2,"HU","ON","LAT",10226,16,30.34,"0"
2008,4,2,"HU","ON","LAT",9055,16,30.34,"0"
2008,5,1,"HU","ON","LAT",36263,17,22.6,"0"
2008,5,1,"HU","ON","LAT",33972,17,24.21,"0"
2008,5,2,"HU","ON","LAT",30592,17,24.21,"0"
2008,5,2,"HU","ON","LAT",10303,17,24.21,"0"
2008,5,2,"HU","ON","LAT",5783,17,24.28,"0"
2008,5,2,"HU","ON","LAT",12728,17,24.21,"0"
2008,5,2,"HU","ON","LAT",11927,17,24.21,"0"
2008,5,5,"HU","ON","LAT",10156,17,24.28,"0"
2008,5,5,"HU","ON","LAT",23467,17,24.28,"0"
2008,5,5,"HU","ON","LAT",24973,17,24.28,"0"
2008,5,6,"HU","ON","LAT",25898,17,32.31,"0"
2008,5,6,"HU","ON","LAT",24351,17,32.31,"0"
2008,5,7,"HU","ON","LAT",22921,17,33.52,"0"
2008,5,7,"HU","ON","LAT",10768,17,33.52,"0"
2008,5,7,"HU","ON","LAT",9807,17,33.52,"0"
2008,5,8,"HU","ON","LAT",27727,17,30.24,"0"
2008,5,8,"HU","ON","LAT",27433,17,30.24,"0"
2008,5,9,"HU","ON","LAT",30703,17,27.64,"0"
2008,5,9,"HU","ON","LAT",29335,17,28.61,"0"
2008,5,9,"HU","ON","LAT",30038,17,28.61,"0"
2008,5,12,"HU","ON","LAT",15920,17,29.07,"0"
2008,5,12,"HU","ON","LAT",13728,17,27.63,"0"
2008,4,15,"HU","ON","RBT",9000,1,NA,"0"
2008,4,15,"HU","ON","RBT",10000,1,NA,"0"
2008,4,15,"HU","ON","RBT",9000,1,NA,"0"
2008,4,15,"HU","ON","RBT",9000,1,NA,"0"
2008,4,15,"HU","ON","RBT",9000,1,NA,"0"
2008,4,15,"HU","ON","RBT",9000,1,NA,"0"
2008,4,15,"HU","ON","RBT",14000,3,NA,"0"
2008,6,15,"HU","ON","RBT",15000,3,NA,"0"
2008,6,15,"HU","ON","RBT",20000,3,NA,"0"
2008,6,15,"HU","ON","RBT",14000,3,NA,"0"
2008,6,15,"HU","ON","RBT",14000,3,NA,"0"
2008,6,15,"HU","ON","RBT",6000,3,NA,"0"
2008,6,15,"HU","ON","RBT",17000,3,NA,"0"
2008,6,15,"HU","ON","RBT",17000,3,NA,"0"
2008,6,15,"HU","ON","RBT",15000,3,NA,"0"
2008,6,15,"HU","ON","RBT",15000,3,NA,"0"
2008,5,12,"HU","ON","LAT",35877,17,23.07,"0"
2008,5,12,"HU","ON","LAT",30726,17,26.92,"0"
2008,5,13,"HU","ON","LAT",38864,17,21.99,"0"
2008,5,22,"HU","ON","LAT",19108,17,26.01,"0"
2008,5,22,"HU","ON","LAT",10108,17,27.7,"0"
2008,5,22,"HU","ON","LAT",30310,17,27.32,"0"
2008,5,22,"HU","ON","LAT",35096,17,27.32,"0"
2008,5,23,"HU","ON","LAT",31809,17,26.08,"0"
2008,5,23,"HU","ON","LAT",31154,17,26.11,"0"
2008,5,23,"HU","ON","LAT",31155,17,26.11,"0"
2008,5,26,"HU","ON","LAT",39533,17,22.81,"0"
2008,5,26,"HU","ON","LAT",25020,17,22.17,"0"
2008,5,26,"HU","ON","LAT",37965,17,22.17,"0"
2008,11,16,"HU","ON","RBT",6000,7,5.6,"0"
2008,10,15,"HU","ON","BNT",2800,10,36.8,"0"
2008,10,15,"HU","ON","BNT",2800,10,33.5,"0"
2008,10,15,"HU","ON","BNT",2800,10,33.5,"0"
2008,10,15,"HU","ON","BNT",2800,10,38.8,"0"
2008,10,16,"HU","ON","BNT",2800,10,34,"0"
2008,10,16,"HU","ON","BNT",2800,10,34,"0"
2008,10,16,"HU","ON","BNT",2800,10,33,"0"
2008,10,16,"HU","ON","BNT",2800,10,34,"0"
2008,10,17,"HU","ON","BNT",2800,10,34,"0"
2008,10,17,"HU","ON","BNT",3300,10,42,"0"
2008,10,17,"HU","ON","BNT",2800,10,42,"0"
2008,10,17,"HU","ON","BNT",2800,10,35,"0"
2008,10,17,"HU","ON","BNT",2800,10,35,"0"
2008,10,17,"HU","ON","BNT",3300,10,32,"0"
2008,10,17,"HU","ON","BNT",3059,10,32,"0"
2008,10,18,"HU","ON","BNT",2500,10,36,"0"
2008,10,18,"HU","ON","BNT",2800,10,36,"0"
2008,10,18,"HU","ON","BNT",2800,10,36.2,"0"
2008,11,26,"HU","ON","RBT",28500,7,3.97,"0"
2008,9,3,"HU","ON","BNT",22236,10,81,"0"
2008,6,27,"HU","ON","RBT",10000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",10000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",11360,2,0.18,"0"
2008,6,27,"HU","ON","RBT",6000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",7360,2,0.18,"0"
2008,6,27,"HU","ON","RBT",12000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",6000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",6000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",8000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",6000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",6000,2,0.18,"0"
2008,6,27,"HU","ON","RBT",8510,2,0.18,"0"
2008,3,27,"HU","ON","RBT",12000,11,18.2,"0"
2008,4,28,"HU","ON","CHS",14993,5,3.9,"0"
2008,4,28,"HU","ON","CHS",15043,5,3.9,"0"
2008,4,30,"HU","ON","CHS",14534,5,4.1,"0"
2008,4,30,"HU","ON","CHS",9545,5,4.1,"0"
2008,5,1,"HU","ON","CHS",19752,5,4.1,"0"
2008,5,6,"HU","ON","CHS",9070,5,4,"0"
2008,5,13,"HU","ON","CHS",17008,5,3.3,"0"
2008,4,21,"HU","ON","RBT",12700,10,57.6,"0"
2008,4,22,"HU","ON","RBT",13300,10,43.2,"0"
2008,4,23,"HU","ON","RBT",8550,10,46.7,"0"
2008,4,24,"HU","ON","RBT",7500,10,53.5,"0"
2008,4,21,"HU","ON","RBT",2200,10,22.4,"0"
2008,4,22,"HU","ON","RBT",2200,10,22.4,"0"
2008,4,23,"HU","ON","RBT",2200,10,23.5,"0"
2008,4,24,"HU","ON","RBT",2200,10,24.3,"0"
2008,4,24,"HU","ON","RBT",2200,10,24.3,"0"
2008,4,24,"HU","ON","RBT",2232,10,24.3,"0"
2008,4,27,"HU","ON","RBT",9000,11,15.6,"0"
2008,4,27,"HU","ON","RBT",12000,11,15.6,"0"
2008,10,30,"HU","ON","BNT",76587,11,11.76,"0"
2008,11,25,"HU","ON","RBT",100,12,2000,"0"
2008,11,4,"HU","ON","BNT",10371,10,36,"0"
2008,11,4,"HU","ON","BNT",6560,10,36,"0"
2008,5,24,"HU","ON","CHS",50000,9,NA,"0"
2008,5,24,"HU","ON","CHS",50000,9,NA,"0"
2008,6,30,"HU","ON","WAE",191280,2,NA,"0"
2008,6,30,"HU","ON","WAE",60800,2,NA,"0"
2008,6,28,"HU","ON","WAE",43000,2,NA,"0"
2008,4,10,"HU","ON","RBT",10000,1,NA,"0"
2008,10,6,"HU","ON","MUE",30,6,NA,"0"
2008,10,6,"HU","ON","MUE",96,6,NA,"0"
2008,3,11,"HU","ON","LAT",9514,15,26.65,"0"
2008,6,20,"HU","ON","BNT",30000,6,NA,"0"
2008,6,21,"HU","ON","BNT",30000,6,NA,"0"
2008,6,23,"HU","ON","BNT",30000,6,NA,"0"
2008,6,12,"HU","ON","RBT",20000,2,NA,"0"
2008,6,12,"HU","ON","RBT",20000,2,NA,"0"
2008,6,12,"HU","ON","RBT",20000,2,NA,"0"
2008,6,13,"HU","ON","RBT",30000,2,NA,"0"
2008,6,13,"HU","ON","RBT",20000,2,NA,"0"
2008,6,14,"HU","ON","RBT",20000,2,NA,"0"
2008,6,14,"HU","ON","RBT",20000,2,NA,"0"
2009,4,15,"HU","ON","CHS",3889,7,5.98,"0"
2009,4,15,"HU","ON","CHS",4298,7,5.98,"0"
2009,5,16,"HU","ON","CHS",4120,7,5.98,"0"
2009,4,15,"HU","ON","RBT",5120,11,38.4,"0"
2009,4,15,"HU","ON","RBT",4478,11,38.4,"0"
2009,4,16,"HU","ON","RBT",3618,11,38.4,"0"
2009,4,16,"HU","ON","RBT",3901,11,38.4,"0"
2009,3,30,"HU","ON","LAT",21069,17,30.85,"0"
2009,3,30,"HU","ON","LAT",2466,17,34.46,"0"
2009,4,1,"HU","ON","LAT",8587,18,34.46,"0"
2009,4,1,"HU","ON","LAT",8244,18,34.46,"0"
2009,4,1,"HU","ON","LAT",714,18,27.99,"0"
2009,4,6,"HU","ON","LAT",20721,18,27.99,"0"
2009,4,8,"HU","ON","LAT",23130,18,33.29,"0"
2009,4,16,"HU","ON","LAT",23727,18,34.98,"0"
2009,4,23,"HU","ON","LAT",1658,18,34.98,"0"
2009,4,28,"HU","ON","LAT",25526,18,27.12,"0"
2009,5,30,"HU","ON","RBT",27,42,5000,"0"
2009,5,30,"HU","ON","BNT",8,24,5000,"0"
2009,3,10,"HU","ON","LAT",37979,15,18.09,"0"
2009,3,10,"HU","ON","LAT",11494,15,18.09,"0"
2009,3,11,"HU","ON","LAT",46134,15,18.09,"0"
2009,3,13,"HU","ON","LAT",43364,15,19.14,"0"
2009,3,16,"HU","ON","LAT",38662,15,19.14,"0"
2009,3,17,"HU","ON","LAT",49419,15,17.2,"0"
2009,3,19,"HU","ON","LAT",53647,15,16.59,"0"
2009,3,18,"HU","ON","LAT",21308,15,26.55,"0"
2009,3,20,"HU","ON","LAT",48313,15,17.5,"0"
2009,3,23,"HU","ON","LAT",33024,15,22.05,"0"
2009,3,24,"HU","ON","LAT",45643,15,19.28,"0"
2009,3,25,"HU","ON","LAT",41750,15,19.28,"0"
2009,3,26,"HU","ON","LAT",48882,15,18.82,"0"
2009,3,27,"HU","ON","LAT",40114,15,18.82,"0"
2009,4,8,"HU","ON","BNT",5037,16,45.66,"0"
2009,4,8,"HU","ON","BNT",2519,16,45.66,"0"
2009,4,8,"HU","ON","BNT",2519,16,45.66,"0"
2009,4,9,"HU","ON","BNT",10075,16,45.66,"0"
2009,4,9,"HU","ON","BNT",5036,16,45.66,"0"
2009,4,16,"HU","ON","LAT",41073,15,16.86,"0"
2009,4,16,"HU","ON","LAT",9342,15,16.86,"0"
2009,4,16,"HU","ON","LAT",14496,15,16.86,"0"
2009,4,16,"HU","ON","LAT",3297,15,16.86,"0"
2009,4,17,"HU","ON","LAT",21744,15,16.86,"0"
2009,4,17,"HU","ON","LAT",4946,15,16.86,"0"
2009,4,17,"HU","ON","LAT",13522,15,16.86,"0"
2009,4,17,"HU","ON","LAT",2884,15,16.86,"0"
2009,4,18,"HU","ON","LAT",20284,16,12.19,"0"
2009,4,18,"HU","ON","LAT",4326,16,12.19,"0"
2009,4,18,"HU","ON","LAT",13522,16,12.19,"0"
2009,4,18,"HU","ON","LAT",2884,16,12.19,"0"
2009,4,19,"HU","ON","LAT",20284,16,12.19,"0"
2009,4,19,"HU","ON","LAT",4326,16,12.19,"0"
2009,4,19,"HU","ON","LAT",9465,16,12.19,"0"
2009,4,19,"HU","ON","LAT",2019,16,12.19,"0"
2009,4,23,"HU","ON","LAT",15791,15,16.86,"0"
2009,4,22,"HU","ON","LAT",3244,15,15.76,"0"
2009,4,23,"HU","ON","LAT",15791,15,15.76,"0"
2009,4,23,"HU","ON","LAT",3244,15,15.76,"0"
2009,4,23,"HU","ON","LAT",10528,15,15.76,"0"
2009,4,23,"HU","ON","LAT",2162,15,15.76,"0"
2009,4,27,"HU","ON","LAT",2204,16,23.52,"0"
2009,4,27,"HU","ON","LAT",2109,16,23.52,"0"
2009,4,27,"HU","ON","LAT",2174,15,16.86,"0"
2009,4,27,"HU","ON","LAT",495,15,16.86,"0"
2009,6,27,"HU","ON","CHS",82786,7,NA,"0"
2009,6,10,"HU","ON","CHS",15000,7,3,"0"
2009,5,6,"HU","ON","CHS",8970,6,3.67,"0"
2009,5,12,"HU","ON","CHS",21670,6,3.62,"0"
2009,5,13,"HU","ON","CHS",8618,6,3.67,"0"
2009,5,19,"HU","ON","LAT",6477,17,53.27,"0"
2009,5,25,"HU","ON","LAT",2645,15,38.3,"0"
2009,4,28,"HU","ON","LAT",43130,16,12.51,"0"
2009,4,28,"HU","ON","LAT",4801,16,12.51,"0"
2009,4,29,"HU","ON","LAT",43110,16,12.51,"0"
2009,4,29,"HU","ON","LAT",4751,16,12.51,"0"
2009,4,29,"HU","ON","LAT",43110,16,12.51,"0"
2009,4,29,"HU","ON","LAT",4801,16,12.51,"0"
2009,7,8,"HU","ON","RBT",20000,3,NA,"0"
2009,4,30,"HU","ON","LAT",25796,16,12.51,"0"
2009,4,30,"HU","ON","LAT",2880,16,12.51,"0"
2009,10,27,"HU","ON","WAE",5500,4,16.41,"0"
2009,11,28,"HU","ON","RBT",58488,6,7.75,"0"
2009,10,12,"HU","ON","RBT",25375,6,5,"0"
2009,11,15,"HU","ON","RBT",116000,7,5,"0"
2009,6,2,"HU","ON","RBT",10000,1,1,"0"
2009,7,2,"HU","ON","RBT",22000,1,1,"0"
2009,7,2,"HU","ON","RBT",20000,1,1,"0"
2009,7,2,"HU","ON","RBT",30000,1,1,"0"
2009,7,2,"HU","ON","RBT",22000,1,1,"0"
2009,7,2,"HU","ON","RBT",31000,1,1,"0"
2009,7,2,"HU","ON","RBT",22000,1,1,"0"
2009,10,15,"HU","ON","BNT",10323,10,30,"0"
2009,10,15,"HU","ON","BNT",6400,10,33,"0"
2009,10,15,"HU","ON","BNT",3200,10,30,"0"
2009,10,15,"HU","ON","BNT",6400,10,31,"0"
2009,4,21,"HU","ON","RBT",3000,10,49.6,"0"
2009,4,21,"HU","ON","RBT",13024,10,19,"0"
2009,4,22,"HU","ON","RBT",25235,10,48,"0"
2009,5,17,"HU","ON","WAE",550000,1,1,"0"
2009,7,5,"HU","ON","WAE",55000,3,NA,"0"
2009,7,20,"HU","ON","WAE",5300,3,2,"0"
2009,7,10,"HU","ON","WAE",2500,3,NA,"0"
2009,4,20,"HU","ON","RBT",2000,10,48,"0"
2009,7,27,"HU","ON","RBT",13750,3,NA,"0"
2009,7,27,"HU","ON","RBT",13750,3,NA,"0"
2009,7,27,"HU","ON","RBT",13750,3,NA,"0"
2009,7,27,"HU","ON","RBT",13750,3,NA,"0"
2009,7,4,"HU","ON","RBT",20500,2,NA,"0"
2009,7,4,"HU","ON","RBT",25000,2,NA,"0"
2009,7,4,"HU","ON","RBT",25000,2,NA,"0"
2009,7,4,"HU","ON","RBT",7500,2,NA,"0"
2009,7,4,"HU","ON","RBT",25000,2,NA,"0"
2009,7,4,"HU","ON","RBT",13000,2,NA,"0"
2009,7,4,"HU","ON","RBT",28000,2,NA,"0"
2009,6,30,"HU","ON","CHS",25000,7,100,"0"
2009,6,30,"HU","ON","CHS",25000,7,NA,"0"
2009,4,14,"HU","ON","LAT",30442,16,28.86,"0"
2009,4,14,"HU","ON","LAT",28469,16,29.98,"0"
2009,4,14,"HU","ON","LAT",27802,16,29.98,"0"
2009,4,15,"HU","ON","LAT",23620,16,35.73,"0"
2009,4,15,"HU","ON","LAT",11670,16,35.73,"0"
2009,4,15,"HU","ON","LAT",11485,16,35.73,"0"
2009,4,15,"HU","ON","LAT",16204,16,31.8,"0"
2009,4,15,"HU","ON","LAT",11576,16,31.8,"0"
2009,4,16,"HU","ON","LAT",27001,16,31.8,"0"
2009,4,16,"HU","ON","LAT",14415,16,31.8,"0"
2009,4,16,"HU","ON","LAT",34195,16,35.6,"0"
2009,4,17,"HU","ON","LAT",25355,16,35.82,"0"
2009,4,17,"HU","ON","LAT",10784,16,35.82,"0"
2009,4,17,"HU","ON","LAT",21144,16,35.82,"0"
2009,4,21,"HU","ON","LAT",23983,16,34.99,"0"
2009,4,21,"HU","ON","LAT",19685,16,34.99,"0"
2009,4,20,"HU","ON","LAT",62174,16,28.79,"0"
2009,4,22,"HU","ON","LAT",11129,16,32.5,"0"
2009,4,22,"HU","ON","LAT",6076,16,32.5,"0"
2009,4,22,"HU","ON","LAT",26437,16,32.5,"0"
2009,4,23,"HU","ON","LAT",11058,16,32.59,"0"
2009,4,23,"HU","ON","LAT",26524,16,32.59,"0"
2009,5,1,"HU","ON","LAT",28056,17,32.2,"0"
2009,5,1,"HU","ON","LAT",27725,17,32.2,"0"
2009,5,5,"HU","ON","LAT",27253,17,32.62,"0"
2009,5,5,"HU","ON","LAT",27798,17,32.62,"0"
2009,5,6,"HU","ON","LAT",27360,17,33.4,"0"
2009,5,6,"HU","ON","LAT",26849,17,33.4,"0"
2009,9,18,"HU","ON","BNT",24673,8,6.6,"0"
2009,10,25,"HU","ON","BNT",9600,10,31.6,"0"
2009,10,21,"HU","ON","BNT",9600,10,31,"0"
2009,10,15,"HU","ON","BNT",6400,10,35,"0"
2009,10,21,"HU","ON","BNT",12361,10,20.8,"0"
2009,10,21,"HU","ON","RBT",12234,11,50.3,"0"
2009,5,7,"HU","ON","LAT",27337,17,33.41,"0"
2009,5,7,"HU","ON","LAT",26888,17,33.41,"0"
2009,5,8,"HU","ON","LAT",27212,17,33.38,"0"
2009,5,8,"HU","ON","LAT",27361,17,33.38,"0"
2009,5,11,"HU","ON","LAT",25696,17,35.56,"0"
2009,5,11,"HU","ON","LAT",25638,17,35.56,"0"
2009,5,12,"HU","ON","LAT",19572,17,45.67,"0"
2009,5,12,"HU","ON","LAT",19636,17,45.67,"0"
2009,5,13,"HU","ON","LAT",25232,17,45.67,"0"
2009,5,13,"HU","ON","LAT",5803,17,45.67,"0"
2009,5,13,"HU","ON","LAT",19949,17,38.96,"0"
2009,9,20,"HU","ON","BNT",61967,10,6.98,"0"
2009,10,16,"HU","ON","BNT",45000,10,6,"0"
2009,10,17,"HU","ON","BNT",45000,10,6,"0"
2009,10,18,"HU","ON","BNT",45000,10,6,"0"
2010,3,4,"HU","ON","LAT",11628,16,21.96,"0"
2010,3,4,"HU","ON","LAT",13645,16,21.96,"0"
2010,3,4,"HU","ON","LAT",4697,16,22.35,"0"
2010,3,24,"HU","ON","LAT",16160,16,25.68,"0"
2010,3,24,"HU","ON","LAT",13232,16,25.68,"0"
2010,4,20,"HU","ON","LAT",22058,17,29.92,"0"
2010,4,13,"HU","ON","LAT",24292,17,28.61,"0"
2010,4,27,"HU","ON","LAT",14066,17,28.08,"0"
2010,5,4,"HU","ON","LAT",18947,19,31.09,"0"
2009,5,1,"HU","ON","RBT",15000,2,NA,"0"
2009,5,1,"HU","ON","RBT",15000,2,NA,"0"
2009,5,1,"HU","ON","RBT",19000,2,NA,"0"
2009,5,1,"HU","ON","RBT",17000,2,NA,"0"
2009,5,1,"HU","ON","RBT",19000,2,NA,"0"
2009,5,1,"HU","ON","RBT",17000,2,NA,"0"
2010,2,24,"HU","ON","LAT",4992,14,17.18,"0"
2010,2,24,"HU","ON","LAT",5196,14,17.18,"0"
2010,3,17,"HU","ON","LAT",3938,16,25.49,"0"
2010,4,9,"HU","ON","LAT",11605,16,21.79,"0"
2010,4,9,"HU","ON","LAT",2622,16,21.79,"0"
2010,4,9,"HU","ON","LAT",12728,16,21.79,"0"
2010,4,9,"HU","ON","LAT",2876,16,21.79,"0"
2010,4,10,"HU","ON","LAT",12727,16,21.79,"0"
2010,4,10,"HU","ON","LAT",2876,16,21.79,"0"
2010,4,10,"HU","ON","LAT",11979,16,21.79,"0"
2010,4,10,"HU","ON","LAT",2707,16,21.79,"0"
2010,4,19,"HU","ON","LAT",14402,16,17.3,"0"
2010,4,19,"HU","ON","LAT",2939,16,17.3,"0"
2010,4,19,"HU","ON","LAT",9121,16,17.3,"0"
2010,4,19,"HU","ON","LAT",1861,16,17.3,"0"
2010,4,20,"HU","ON","LAT",9601,16,17.3,"0"
2010,4,20,"HU","ON","LAT",1959,16,17.3,"0"
2010,4,20,"HU","ON","LAT",14402,16,17.3,"0"
2010,4,20,"HU","ON","LAT",2939,16,17.3,"0"
2010,4,21,"HU","ON","LAT",12001,16,17.3,"0"
2010,4,21,"HU","ON","LAT",2449,16,17.3,"0"
2010,4,21,"HU","ON","LAT",12482,16,17.3,"0"
2010,4,21,"HU","ON","LAT",2547,16,17.3,"0"
2010,4,7,"HU","ON","LAT",7991,16,21.29,"0"
2010,4,7,"HU","ON","LAT",1403,16,21.29,"0"
2010,4,7,"HU","ON","LAT",11986,16,21.29,"0"
2010,4,7,"HU","ON","LAT",2105,16,21.29,"0"
2010,4,7,"HU","ON","LAT",11986,16,21.29,"0"
2010,4,7,"HU","ON","LAT",2105,16,21.29,"0"
2010,4,7,"HU","ON","LAT",5394,16,21.29,"0"
2010,4,7,"HU","ON","LAT",947,16,21.29,"0"
2010,4,8,"HU","ON","LAT",9589,16,21.29,"0"
2010,4,8,"HU","ON","LAT",1684,16,21.29,"0"
2010,4,9,"HU","ON","LAT",8610,16,21.79,"0"
2010,4,9,"HU","ON","LAT",1945,16,21.79,"0"
2010,4,9,"HU","ON","LAT",7487,16,21.79,"0"
2010,4,9,"HU","ON","LAT",1692,16,21.79,"0"
2010,4,10,"HU","ON","LAT",7487,16,21.79,"0"
2010,4,10,"HU","ON","LAT",1692,16,21.79,"0"
2010,4,10,"HU","ON","LAT",8236,16,21.79,"0"
2010,4,10,"HU","ON","LAT",1861,16,21.79,"0"
2010,4,21,"HU","ON","LAT",9601,16,17.3,"0"
2010,4,21,"HU","ON","LAT",1959,16,17.3,"0"
2010,5,4,"HU","ON","LAT",20516,16,15.8,"0"
2010,5,4,"HU","ON","LAT",2269,16,15.8,"0"
2010,5,5,"HU","ON","LAT",22795,16,15.8,"0"
2010,5,5,"HU","ON","LAT",2522,16,15.8,"0"
2010,5,5,"HU","ON","LAT",6838,16,15.8,"0"
2010,5,5,"HU","ON","LAT",756,16,15.8,"0"
2010,5,5,"HU","ON","LAT",22795,16,15.8,"0"
2010,5,5,"HU","ON","LAT",2521,16,15.8,"0"
2010,5,6,"HU","ON","LAT",22795,16,15.8,"0"
2010,5,6,"HU","ON","LAT",2521,16,15.8,"0"
2010,5,7,"HU","ON","LAT",22225,16,15.8,"0"
2010,5,7,"HU","ON","LAT",2458,16,15.8,"0"
2010,5,7,"HU","ON","LAT",10831,16,15.8,"0"
2010,5,7,"HU","ON","LAT",1194,16,15.8,"0"
2010,5,6,"HU","ON","LAT",11397,16,15.8,"0"
2010,5,6,"HU","ON","LAT",1261,16,15.8,"0"
2010,5,7,"HU","ON","LAT",11397,16,15.8,"0"
2010,5,7,"HU","ON","LAT",1261,16,15.8,"0"
2010,5,4,"HU","ON","LAT",14247,16,15.8,"0"
2010,5,4,"HU","ON","LAT",1576,16,15.8,"0"
2010,7,15,"HU","ON","MUE",3000,3,3,"0"
2010,4,16,"HU","ON","RBT",3150,16,60,"0"
2010,2,25,"HU","ON","LAT",44008,14,21.12,"0"
2010,3,1,"HU","ON","LAT",61620,15,15.09,"0"
2010,3,2,"HU","ON","LAT",47992,15,19.17,"0"
2010,3,3,"HU","ON","LAT",49077,15,18.94,"0"
2010,3,4,"HU","ON","LAT",48449,15,19.4,"0"
2010,3,8,"HU","ON","LAT",45842,15,22.88,"0"
2010,3,9,"HU","ON","LAT",4351,15,22.88,"0"
2010,3,9,"HU","ON","LAT",21092,15,31.29,"0"
2010,3,10,"HU","ON","LAT",42637,14,21.57,"0"
2010,3,11,"HU","ON","LAT",50582,14,19.27,"0"
2010,3,12,"HU","ON","LAT",50068,14,20.38,"0"
2010,3,15,"HU","ON","LAT",32879,14,27.37,"0"
2010,3,16,"HU","ON","LAT",49757,14,19.29,"0"
2010,3,17,"HU","ON","LAT",36955,14,24.08,"0"
2010,3,18,"HU","ON","LAT",19934,14,24.08,"0"
2010,4,15,"HU","ON","BNT",5032,16,52.66,"0"
2010,4,15,"HU","ON","BNT",2564,16,52.66,"0"
2010,4,15,"HU","ON","BNT",2564,16,52.66,"0"
2010,4,16,"HU","ON","BNT",10064,16,52.66,"0"
2010,4,16,"HU","ON","BNT",5032,16,52.66,"0"
2010,4,6,"HU","ON","LAT",29020,16,31.69,"0"
2010,4,12,"HU","ON","LAT",16156,16,35.39,"0"
2010,4,12,"HU","ON","LAT",11514,16,35.39,"0"
2010,4,13,"HU","ON","LAT",29071,16,35.39,"0"
2010,4,16,"HU","ON","RBT",1880,16,60,"0"
2010,4,26,"HU","ON","CHS",7450,7,5.25,"0"
2010,4,26,"HU","ON","CHS",8460,7,5.25,"0"
2010,4,16,"HU","ON","RBT",4355,16,19.5,"0"
2010,4,16,"HU","ON","RBT",3686,16,19.5,"0"
2010,5,29,"HU","ON","RBT",30,48,6000,"0"
2010,5,29,"HU","ON","BNT",11,12,6000,"0"
2010,5,11,"HU","ON","RBT",5280,17,24.7,"0"
2010,10,26,"HU","ON","BNT",15526,10,23.1,"0"
2010,10,26,"HU","ON","BNT",7088,10,23.1,"0"
2010,10,26,"HU","ON","BNT",9716,10,23.1,"0"
2010,10,26,"HU","ON","RBT",7427,20,60.5,"0"
2010,10,26,"HU","ON","RBT",2512,17,60.5,"0"
2010,10,26,"HU","ON","RBT",2540,17,60.5,"0"
2010,10,26,"HU","ON","CHS",2102,14,57.3,"0"
2010,4,29,"HU","ON","LAT",35338,16,37.06,"0"
2010,4,30,"HU","ON","LAT",33478,16,37.01,"0"
2010,4,30,"HU","ON","LAT",11220,16,37.01,"0"
2010,4,30,"HU","ON","LAT",26674,16,38.61,"0"
2010,5,3,"HU","ON","LAT",49065,17,41.87,"0"
